Flight Number;Orig;Dest;A/C;Weekday_Z;STD-HH:MM;STA-HH:MM;DD_Z;Net Payload;Net Volume;key
K4617;HKG;ANC;74Y;Wed;01:00;10:50;;87050;725;HKG/ANC/2024-09-11 01:00:00
K4627;HKG;ANC;74Y;Wed;06:00;15:50;;87050;725;HKG/ANC/2024-09-11 06:00:00
K4615;HKG;ANC;74Y;Wed;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-11 23:00:00
K4675;HKG;ANC;74Y;Wed;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-11 23:00:00
ES724;HKG;BAH;76V;Wed;21:50;07:40;1.0;47650;442;HKG/BAH/2024-09-11 21:50:00
ES778;HKG;BAH;76V;Wed;21:35;07:25;1.0;47650;442;HKG/BAH/2024-09-11 21:35:00
ES732;HKG;BLR;76V;Wed;20:25;02:35;1.0;47650;442;HKG/BLR/2024-09-11 20:25:00
ES696;HKG;BAH;76V;Wed;20:05;05:55;1.0;47650;442;HKG/BAH/2024-09-11 20:05:00
3S590;HKG;CVG;77X;Wed;13:45;04:35;1.0;77350;645;HKG/CVG/2024-09-11 13:45:00
D01;HKG;NGO;77X;Wed;10:05;13:45;;77350;645;HKG/NGO/2024-09-11 10:05:00
D0525;HKG;CVG;77X;Wed;20:00;10:50;1.0;77350;645;HKG/CVG/2024-09-11 20:00:00
K422;HKG;SYD;77X;Wed;20:25;05:30;1.0;77350;645;HKG/SYD/2024-09-11 20:25:00
3S519;HKG;LEJ;77X;Wed;09:00;21:45;;77350;645;HKG/LEJ/2024-09-11 09:00:00
3S593;HKG;DEL;77X;Wed;22:20;04:35;1.0;77350;645;HKG/DEL/2024-09-11 22:20:00
K4285;HKG;LAX;77X;Wed;20:00;09:05;1.0;77350;645;HKG/LAX/2024-09-11 20:00:00
QY549;HKG;ALA;33X;Thu;22:00;04:45;1.0;51200;427;HKG/ALA/2024-09-12 22:00:00
QY515;HKG;DXB;33X;Thu;21:35;06:15;1.0;51200;427;HKG/DXB/2024-09-12 21:35:00
PO916;HKG;ICN;74N;Thu;06:25;09:55;;102300;853;HKG/ICN/2024-09-12 06:25:00
K4613;HKG;ANC;74Y;Thu;01:00;10:50;;87050;725;HKG/ANC/2024-09-12 01:00:00
K4625;HKG;ANC;74Y;Thu;06:00;15:50;;87050;725;HKG/ANC/2024-09-12 06:00:00
K4677;HKG;ANC;74Y;Thu;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-12 23:00:00
ES728;HKG;BAH;76V;Thu;21:50;07:40;1.0;47650;442;HKG/BAH/2024-09-12 21:50:00
ES770;HKG;BAH;76V;Thu;21:35;07:25;1.0;47650;442;HKG/BAH/2024-09-12 21:35:00
ES736;HKG;BLR;76V;Thu;20:25;02:35;1.0;47650;442;HKG/BLR/2024-09-12 20:25:00
ES694;HKG;BAH;76V;Thu;20:05;05:55;1.0;47650;442;HKG/BAH/2024-09-12 20:05:00
3S580;HKG;CVG;77X;Thu;03:00;17:50;;77350;645;HKG/CVG/2024-09-12 03:00:00
3S590;HKG;CVG;77X;Thu;13:45;04:35;1.0;77350;645;HKG/CVG/2024-09-12 13:45:00
D03;HKG;NGO;77X;Thu;10:05;13:45;;77350;645;HKG/NGO/2024-09-12 10:05:00
D0523;HKG;CVG;77X;Thu;20:00;10:50;1.0;77350;645;HKG/CVG/2024-09-12 20:00:00
K4225;HKG;ANC;77X;Thu;22:25;08:15;1.0;77350;645;HKG/ANC/2024-09-12 22:25:00
K4229;HKG;NGO;77X;Thu;20:00;23:55;;77350;645;HKG/NGO/2024-09-12 20:00:00
K4287;HKG;LAX;77X;Thu;20:00;09:05;1.0;77350;645;HKG/LAX/2024-09-12 20:00:00
3S521;HKG;LEJ;77X;Thu;21:30;10:15;1.0;77350;645;HKG/LEJ/2024-09-12 21:30:00
3S593;HKG;DEL;77X;Thu;22:20;04:35;1.0;77350;645;HKG/DEL/2024-09-12 22:20:00
D0519;HKG;LEJ;77X;Thu;09:00;22:15;;77350;645;HKG/LEJ/2024-09-12 09:00:00
QY547;HKG;ALA;33X;Fri;22:00;04:45;1.0;51200;427;HKG/ALA/2024-09-13 22:00:00
QY513;HKG;DXB;33X;Fri;21:35;06:15;1.0;51200;427;HKG/DXB/2024-09-13 21:35:00
PO916;HKG;LAX;74N;Fri;06:05;19:15;;102300;853;HKG/LAX/2024-09-13 06:05:00
3V400;HKG;ALA;74Y;Fri;04:15;10:45;;87050;725;HKG/ALA/2024-09-13 04:15:00
3V517;HKG;ALA;74Y;Fri;23:00;05:30;1.0;87050;725;HKG/ALA/2024-09-13 23:00:00
K4617;HKG;ANC;74Y;Fri;01:00;10:50;;87050;725;HKG/ANC/2024-09-13 01:00:00
K4627;HKG;ANC;74Y;Fri;07:00;16:50;;87050;725;HKG/ANC/2024-09-13 07:00:00
K4675;HKG;ANC;74Y;Fri;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-13 23:00:00
ES774;HKG;BAH;76V;Fri;21:50;07:40;1.0;47650;442;HKG/BAH/2024-09-13 21:50:00
ES720;HKG;BAH;76V;Fri;21:35;07:25;1.0;47650;442;HKG/BAH/2024-09-13 21:35:00
ES696;HKG;BAH;76V;Fri;20:05;05:55;1.0;47650;442;HKG/BAH/2024-09-13 20:05:00
3S580;HKG;CVG;77X;Fri;01:25;16:15;;77350;645;HKG/CVG/2024-09-13 01:25:00
D01;HKG;NGO;77X;Fri;10:05;13:45;;77350;645;HKG/NGO/2024-09-13 10:05:00
D0521;HKG;BAH;77X;Fri;21:55;07:45;1.0;77350;645;HKG/BAH/2024-09-13 21:55:00
K4285;HKG;ANC;77X;Fri;22:00;07:50;1.0;77350;645;HKG/ANC/2024-09-13 22:00:00
3S511;HKG;LEJ;77X;Fri;22:35;11:20;1.0;77350;645;HKG/LEJ/2024-09-13 22:35:00
D0537;HKG;NGO;77X;Fri;20:00;23:40;;77350;645;HKG/NGO/2024-09-13 20:00:00
QY549;HKG;ALA;33X;Sat;22:00;04:45;1.0;51200;427;HKG/ALA/2024-09-14 22:00:00
QY515;HKG;DXB;33X;Sat;21:35;06:15;1.0;51200;427;HKG/DXB/2024-09-14 21:35:00
PO298;HKG;ANC;74N;Sat;03:25;13:20;;102300;853;HKG/ANC/2024-09-14 03:25:00
K4613;HKG;ANC;74Y;Sat;12:00;21:50;;87050;725;HKG/ANC/2024-09-14 12:00:00
K4615;HKG;ANC;74Y;Sat;01:00;10:50;;87050;725;HKG/ANC/2024-09-14 01:00:00
K4625;HKG;ANC;74Y;Sat;07:00;16:50;;87050;725;HKG/ANC/2024-09-14 07:00:00
ES728;HKG;BAH;76V;Sat;22:30;08:20;1.0;47650;442;HKG/BAH/2024-09-14 22:30:00
ES732;HKG;BLR;76V;Sat;02:30;08:40;;47650;442;HKG/BLR/2024-09-14 02:30:00
ES722;HKG;BAH;76V;Sat;21:35;07:25;1.0;47650;442;HKG/BAH/2024-09-14 21:35:00
ES694;HKG;BAH;76V;Sat;20:05;05:55;1.0;47650;442;HKG/BAH/2024-09-14 20:05:00
ES736;HKG;BLR;76V;Sat;20:25;02:35;1.0;47650;442;HKG/BLR/2024-09-14 20:25:00
D03;HKG;NGO;77X;Sat;10:05;13:45;;77350;645;HKG/NGO/2024-09-14 10:05:00
D0523;HKG;CVG;77X;Sat;20:00;10:50;1.0;77350;645;HKG/CVG/2024-09-14 20:00:00
K4223;HKG;NGO;77X;Sat;06:00;09:55;;77350;645;HKG/NGO/2024-09-14 06:00:00
3S521;HKG;LEJ;77X;Sat;01:00;13:45;;77350;645;HKG/LEJ/2024-09-14 01:00:00
3S591;HKG;DEL;77X;Sat;23:20;05:35;1.0;77350;645;HKG/DEL/2024-09-14 23:20:00
3S593;HKG;DEL;77X;Sat;03:55;10:10;;77350;645;HKG/DEL/2024-09-14 03:55:00
3S631;HKG;DWC;77X;Sat;11:55;20:25;;77350;645;HKG/DWC/2024-09-14 11:55:00
K4229;HKG;ANC;77X;Sat;23:00;08:50;1.0;77350;645;HKG/ANC/2024-09-14 23:00:00
3S594;HKG;ANC;77X;Sat;22:25;08:00;1.0;77350;645;HKG/ANC/2024-09-14 22:25:00
K4225;HKG;ANC;77X;Sat;21:00;06:50;1.0;77350;645;HKG/ANC/2024-09-14 21:00:00
3V400;HKG;ALA;74Y;Sun;04:15;10:45;;87050;725;HKG/ALA/2024-09-15 04:15:00
3V517;HKG;ALA;74Y;Sun;12:25;18:55;;87050;725;HKG/ALA/2024-09-15 12:25:00
K4619;HKG;ANC;74Y;Sun;01:00;10:50;;87050;725;HKG/ANC/2024-09-15 01:00:00
K4627;HKG;ANC;74Y;Sun;03:55;13:45;;87050;725;HKG/ANC/2024-09-15 03:55:00
3S509;HKG;LEJ;77X;Sun;00:25;13:10;;77350;645;HKG/LEJ/2024-09-15 00:25:00
3S633;HKG;DWC;77X;Sun;17:50;02:20;1.0;77350;645;HKG/DWC/2024-09-15 17:50:00
K4211;HKG;NGO;77X;Sun;01:00;04:55;;77350;645;HKG/NGO/2024-09-15 01:00:00
K4223;HKG;ANC;77X;Sun;22:40;08:30;1.0;77350;645;HKG/ANC/2024-09-15 22:40:00
3S629;HKG;DWC;77X;Sun;23:45;08:15;1.0;77350;645;HKG/DWC/2024-09-15 23:45:00
SQ7429;HNL;SYD;77X;Tue;22:50;09:25;1.0;77350;645;HNL/SYD/2024-09-10 22:50:00
SQ7407;HNL;SIN;77X;Tue;22:35;12:00;1.0;77350;645;HNL/SIN/2024-09-10 22:35:00
SQ7401;HNL;SIN;77X;Wed;22:50;12:15;1.0;77350;645;HNL/SIN/2024-09-11 22:50:00
SQ7439;HNL;SYD;77X;Wed;22:50;09:25;1.0;77350;645;HNL/SYD/2024-09-11 22:50:00
SQ7413;HNL;SIN;77X;Thu;23:00;12:25;1.0;77350;645;HNL/SIN/2024-09-12 23:00:00
SQ7441;HNL;SYD;77X;Thu;22:50;09:25;1.0;77350;645;HNL/SYD/2024-09-12 22:50:00
SQ7431;HNL;SYD;77X;Fri;22:50;09:25;1.0;77350;645;HNL/SYD/2024-09-13 22:50:00
SQ7403;HNL;SIN;77X;Fri;22:30;11:55;1.0;77350;645;HNL/SIN/2024-09-13 22:30:00
GB107;HRL;CVG;76Y;Tue;04:18;07:13;;47650;442;HRL/CVG/2024-09-10 04:18:00
GB107;HRL;CVG;76Y;Wed;04:18;07:13;;47650;442;HRL/CVG/2024-09-11 04:18:00
GB107;HRL;CVG;76Y;Thu;04:18;07:13;;47650;442;HRL/CVG/2024-09-12 04:18:00
GB107;HRL;CVG;76Y;Fri;04:18;07:13;;47650;442;HRL/CVG/2024-09-13 04:18:00
GB107;HRL;CVG;76Y;Sat;04:18;07:13;;47650;442;HRL/CVG/2024-09-14 04:18:00
3S627;HYD;FRA;77X;Fri;04:40;14:45;;77350;645;HYD/FRA/2024-09-13 04:40:00
GB120;IAH;CVG;76Y;Tue;04:20;06:45;;47650;442;IAH/CVG/2024-09-10 04:20:00
GB120;IAH;CVG;76Y;Wed;04:20;06:45;;47650;442;IAH/CVG/2024-09-11 04:20:00
GB120;IAH;CVG;76Y;Thu;04:20;06:45;;47650;442;IAH/CVG/2024-09-12 04:20:00
GB120;IAH;CVG;76Y;Fri;04:20;06:45;;47650;442;IAH/CVG/2024-09-13 04:20:00
GB120;IAH;CVG;76Y;Sat;04:20;06:45;;47650;442;IAH/CVG/2024-09-14 04:20:00
3S467;IAH;SVG;77X;Sat;07:05;16:05;;77350;645;IAH/SVG/2024-09-14 07:05:00
3S469;IAH;FRA;77X;Sun;23:30;09:00;1.0;77350;645;IAH/FRA/2024-09-15 23:30:00
PO747;ICN;SZX;74N;Mon;11:55;16:20;;102300;853;ICN/SZX/2024-09-09 11:55:00
PO916;ICN;LAX;74N;Mon;18:00;05:10;1.0;102300;853;ICN/LAX/2024-09-09 18:00:00
K4624;ICN;HKG;74Y;Mon;18:00;22:00;;87050;725;ICN/HKG/2024-09-09 18:00:00
K4614;ICN;HKG;74Y;Mon;17:00;21:00;;87050;725;ICN/HKG/2024-09-09 17:00:00
3S504;ICN;HKG;77X;Mon;13:10;17:05;;77350;645;ICN/HKG/2024-09-09 13:10:00
3S580;ICN;HKG;77X;Mon;10:25;14:20;;77350;645;ICN/HKG/2024-09-09 10:25:00
K4228;ICN;HKG;77X;Mon;14:25;18:25;;77350;645;ICN/HKG/2024-09-09 14:25:00
SQ7430;ICN;CVG;77X;Mon;16:00;05:50;1.0;77350;645;ICN/CVG/2024-09-09 16:00:00
K4231;ICN;NGO;77X;Mon;13:25;15:15;;77350;645;ICN/NGO/2024-09-09 13:25:00
PO751;ICN;SZX;74N;Tue;12:05;16:30;;102300;853;ICN/SZX/2024-09-10 12:05:00
PO916;ICN;LAX;74N;Tue;18:00;05:10;1.0;102300;853;ICN/LAX/2024-09-10 18:00:00
PO937;ICN;HKG;74N;Tue;06:30;10:30;;102300;853;ICN/HKG/2024-09-10 06:30:00
K4616;ICN;HKG;74Y;Tue;16:50;20:50;;87050;725;ICN/HKG/2024-09-10 16:50:00
3S634;ICN;KIX;77X;Tue;19:50;21:30;;77350;645;ICN/KIX/2024-09-10 19:50:00
K4217;ICN;NGO;77X;Tue;13:25;15:15;;77350;645;ICN/NGO/2024-09-10 13:25:00
K4226;ICN;HKG;74Y;Tue;17:00;21:00;;87050;725;ICN/HKG/2024-09-10 17:00:00
SQ7440;ICN;CVG;77X;Tue;14:45;04:35;1.0;77350;645;ICN/CVG/2024-09-10 14:45:00
3S580;ICN;HKG;77X;Tue;18:25;22:20;;77350;645;ICN/HKG/2024-09-10 18:25:00
PO915;ICN;HKG;74N;Wed;06:30;10:30;;102300;853;ICN/HKG/2024-09-11 06:30:00
PO916;ICN;LAX;74N;Wed;18:00;05:10;1.0;102300;853;ICN/LAX/2024-09-11 18:00:00
PO927;ICN;HKG;74N;Wed;23:40;03:40;1.0;102300;853;ICN/HKG/2024-09-11 23:40:00
K4612;ICN;HKG;74Y;Wed;19:00;23:00;;87050;725;ICN/HKG/2024-09-11 19:00:00
K4614;ICN;HKG;74Y;Wed;17:00;21:00;;87050;725;ICN/HKG/2024-09-11 17:00:00
3S580;ICN;HKG;77X;Wed;18:25;22:20;;77350;645;ICN/HKG/2024-09-11 18:25:00
K4219;ICN;NGO;77X;Wed;13:25;15:15;;77350;645;ICN/NGO/2024-09-11 13:25:00
PO997;ICN;PVG;77X;Wed;07:15;09:30;;77350;645;ICN/PVG/2024-09-11 07:15:00
SQ7442;ICN;CVG;77X;Wed;14:40;04:30;1.0;77350;645;ICN/CVG/2024-09-11 14:40:00
PO915;ICN;HKG;74N;Thu;23:40;03:40;1.0;102300;853;ICN/HKG/2024-09-12 23:40:00
PO916;ICN;LAX;74N;Thu;11:25;22:35;;102300;853;ICN/LAX/2024-09-12 11:25:00
K4616;ICN;HKG;74Y;Thu;17:00;21:00;;87050;725;ICN/HKG/2024-09-12 17:00:00
3S580;ICN;HKG;77X;Thu;18:25;22:20;;77350;645;ICN/HKG/2024-09-12 18:25:00
K4217;ICN;NGO;77X;Thu;13:25;15:15;;77350;645;ICN/NGO/2024-09-12 13:25:00
K4226;ICN;HKG;77X;Thu;16:25;20:25;;77350;645;ICN/HKG/2024-09-12 16:25:00
PO997;ICN;PVG;77X;Thu;07:15;09:30;;77350;645;ICN/PVG/2024-09-12 07:15:00
SQ7436;ICN;CVG;77X;Thu;14:40;04:30;1.0;77350;645;ICN/CVG/2024-09-12 14:40:00
PO927;ICN;HKG;74N;Fri;17:00;21:00;;102300;853;ICN/HKG/2024-09-13 17:00:00
PO963;ICN;SZX;74N;Fri;14:05;18:30;;102300;853;ICN/SZX/2024-09-13 14:05:00
K4614;ICN;HKG;74Y;Fri;17:00;21:00;;87050;725;ICN/HKG/2024-09-13 17:00:00
3S580;ICN;HKG;77X;Fri;22:00;01:55;1.0;77350;645;ICN/HKG/2024-09-13 22:00:00
K4219;ICN;NGO;77X;Fri;14:55;16:45;;77350;645;ICN/NGO/2024-09-13 14:55:00
PO997;ICN;PVG;77X;Fri;20:35;22:50;;77350;645;ICN/PVG/2024-09-13 20:35:00
SQ7444;ICN;CVG;77X;Fri;14:40;04:30;1.0;77350;645;ICN/CVG/2024-09-13 14:40:00
3S634;ICN;KIX;77X;Fri;20:05;21:45;;77350;645;ICN/KIX/2024-09-13 20:05:00
K4612;ICN;HKG;74Y;Sat;05:00;09:00;;87050;725;ICN/HKG/2024-09-14 05:00:00
K4618;ICN;HKG;74Y;Sat;19:00;23:00;;87050;725;ICN/HKG/2024-09-14 19:00:00
3S582;ICN;HKG;77X;Sat;18:25;22:20;;77350;645;ICN/HKG/2024-09-14 18:25:00
K4228;ICN;HKG;77X;Sat;16:30;20:30;;77350;645;ICN/HKG/2024-09-14 16:30:00
SQ7446;ICN;CVG;77X;Sat;14:45;04:35;1.0;77350;645;ICN/CVG/2024-09-14 14:45:00
K4226;ICN;HKG;77X;Sat;15:00;19:00;;77350;645;ICN/HKG/2024-09-14 15:00:00
K4616;ICN;HKG;74Y;Sun;19:15;23:15;;87050;725;ICN/HKG/2024-09-15 19:15:00
3S584;ICN;HKG;77X;Sun;18:25;22:20;;77350;645;ICN/HKG/2024-09-15 18:25:00
K4224;ICN;HKG;77X;Sun;16:40;20:40;;77350;645;ICN/HKG/2024-09-15 16:40:00
PO958;ICN;PVG;77X;Sun;16:20;18:35;;77350;645;ICN/PVG/2024-09-15 16:20:00
ES103;JED;BAH;76V;Mon;19:10;21:25;;47650;442;JED/BAH/2024-09-09 19:10:00
ES103;JED;BAH;76V;Tue;19:10;21:25;;47650;442;JED/BAH/2024-09-10 19:10:00
ES426;JED;ASM;76V;Tue;04:50;06:25;;47650;442;JED/ASM/2024-09-10 04:50:00
ES103;JED;BAH;76V;Wed;19:10;21:25;;47650;442;JED/BAH/2024-09-11 19:10:00
ES406;JED;NBO;76V;Wed;04:50;08:50;;47650;442;JED/NBO/2024-09-11 04:50:00
ES103;JED;BAH;76V;Thu;19:10;21:25;;47650;442;JED/BAH/2024-09-12 19:10:00
ES406;JED;NBO;76V;Fri;07:10;11:10;;47650;442;JED/NBO/2024-09-13 07:10:00
ES103;JED;BAH;76V;Sat;19:10;21:25;;47650;442;JED/BAH/2024-09-14 19:10:00
ES406;JED;NBO;76V;Sat;04:45;08:45;;47650;442;JED/NBO/2024-09-14 04:45:00
ES103;JED;BAH;76V;Sun;19:10;21:25;;47650;442;JED/BAH/2024-09-15 19:10:00
ES406;JED;NBO;76V;Sun;04:50;08:50;;47650;442;JED/NBO/2024-09-15 04:50:00
GB880;JFK;CVG;76Y;Mon;15:00;17:15;;47650;442;JFK/CVG/2024-09-09 15:00:00
3S451;JFK;FRA;77X;Mon;04:55;12:20;;77350;645;JFK/FRA/2024-09-09 04:55:00
K4223;JFK;CVG;74Y;Mon;18:45;21:15;;87050;725;JFK/CVG/2024-09-09 18:45:00
QY361;JFK;LEJ;33Y;Tue;13:15;21:00;;49650;509;JFK/LEJ/2024-09-10 13:15:00
K4613;JFK;CVG;74Y;Tue;21:05;23:35;;87050;725;JFK/CVG/2024-09-10 21:05:00
D0367;JFK;EMA;76V;Tue;11:25;18:25;;47650;442;JFK/EMA/2024-09-10 11:25:00
GB152;JFK;CVG;76Y;Tue;04:10;06:25;;47650;442;JFK/CVG/2024-09-10 04:10:00
GB880;JFK;CVG;76Y;Tue;15:00;17:15;;47650;442;JFK/CVG/2024-09-10 15:00:00
3S381;JFK;LEJ;77X;Tue;17:55;01:20;1.0;77350;645;JFK/LEJ/2024-09-10 17:55:00
QY363;JFK;LEJ;33Y;Wed;13:15;21:00;;49650;509;JFK/LEJ/2024-09-11 13:15:00
K4617;JFK;CVG;74Y;Wed;21:05;23:35;;87050;725;JFK/CVG/2024-09-11 21:05:00
D0369;JFK;EMA;76V;Wed;11:25;18:25;;47650;442;JFK/EMA/2024-09-11 11:25:00
GB152;JFK;CVG;76Y;Wed;04:10;06:25;;47650;442;JFK/CVG/2024-09-11 04:10:00
GB880;JFK;CVG;76Y;Wed;15:00;17:15;;47650;442;JFK/CVG/2024-09-11 15:00:00
3S381;JFK;LEJ;77X;Wed;17:55;01:20;1.0;77350;645;JFK/LEJ/2024-09-11 17:55:00
QY361;JFK;LEJ;33Y;Thu;13:15;21:00;;49650;509;JFK/LEJ/2024-09-12 13:15:00
K4613;JFK;CVG;74Y;Thu;21:05;23:35;;87050;725;JFK/CVG/2024-09-12 21:05:00
D0367;JFK;EMA;76V;Thu;11:25;18:25;;47650;442;JFK/EMA/2024-09-12 11:25:00
GB152;JFK;CVG;76Y;Thu;04:10;06:25;;47650;442;JFK/CVG/2024-09-12 04:10:00
GB880;JFK;CVG;76Y;Thu;15:00;17:15;;47650;442;JFK/CVG/2024-09-12 15:00:00
3S381;JFK;LEJ;77X;Thu;17:55;01:20;1.0;77350;645;JFK/LEJ/2024-09-12 17:55:00
3S451;JFK;FRA;77X;Thu;05:25;12:50;;77350;645;JFK/FRA/2024-09-12 05:25:00
QY363;JFK;LEJ;33Y;Fri;13:15;21:00;;49650;509;JFK/LEJ/2024-09-13 13:15:00
K4617;JFK;CVG;74Y;Fri;21:05;23:35;;87050;725;JFK/CVG/2024-09-13 21:05:00
D0369;JFK;EMA;76V;Fri;11:25;18:25;;47650;442;JFK/EMA/2024-09-13 11:25:00
GB152;JFK;CVG;76Y;Fri;04:10;06:25;;47650;442;JFK/CVG/2024-09-13 04:10:00
3S381;JFK;LEJ;77X;Fri;17:55;01:20;1.0;77350;645;JFK/LEJ/2024-09-13 17:55:00
3S451;JFK;FRA;77X;Fri;05:25;12:50;;77350;645;JFK/FRA/2024-09-13 05:25:00
QY361;JFK;BRU;33Y;Sat;23:45;07:00;1.0;49650;509;JFK/BRU/2024-09-14 23:45:00
K4615;JFK;CVG;74Y;Sat;21:05;23:35;;87050;725;JFK/CVG/2024-09-14 21:05:00
GB152;JFK;CVG;76Y;Sat;04:40;06:55;;47650;442;JFK/CVG/2024-09-14 04:40:00
GB1152;JFK;CVG;76Y;Sat;16:54;19:09;;47650;442;JFK/CVG/2024-09-14 16:54:00
3S451;JFK;FRA;77X;Sat;06:25;13:50;;77350;645;JFK/FRA/2024-09-14 06:25:00
QY365;JFK;LEJ;33X;Sun;06:35;14:20;;51200;427;JFK/LEJ/2024-09-15 06:35:00
D0361;JFK;EMA;76V;Sun;12:00;19:00;;47650;442;JFK/EMA/2024-09-15 12:00:00
GB306;JFK;CVG;76Y;Sun;04:00;06:15;;47650;442;JFK/CVG/2024-09-15 04:00:00
3S381;JFK;LEJ;77X;Sun;17:55;01:20;1.0;77350;645;JFK/LEJ/2024-09-15 17:55:00
K4229;JFK;CVG;77X;Sun;20:10;22:40;;77350;645;JFK/CVG/2024-09-15 20:10:00
ES413;JIB;NBO;76V;Mon;10:15;12:55;;47650;442;JIB/NBO/2024-09-09 10:15:00
ES413;JIB;NBO;76V;Thu;12:55;15:35;;47650;442;JIB/NBO/2024-09-12 12:55:00
ES516;KHI;BAH;76V;Wed;18:35;21:40;;47650;442;KHI/BAH/2024-09-11 18:35:00
ES516;KHI;BAH;76V;Fri;18:35;21:40;;47650;442;KHI/BAH/2024-09-13 18:35:00
ES516;KHI;BAH;76V;Sun;18:35;21:40;;47650;442;KHI/BAH/2024-09-15 18:35:00
3S635;KIX;FRA;77X;Tue;23:30;14:25;1.0;77350;645;KIX/FRA/2024-09-10 23:30:00
3S635;KIX;FRA;77X;Fri;23:45;14:40;1.0;77350;645;KIX/FRA/2024-09-13 23:45:00
3S619;KIX;LAX;77X;Sun;17:35;03:55;1.0;77350;645;KIX/LAX/2024-09-15 17:35:00
ES171;KWI;BAH;76V;Mon;18:50;20:05;;47650;442;KWI/BAH/2024-09-09 18:50:00
ES173;KWI;BAH;76V;Tue;03:40;04:55;;47650;442;KWI/BAH/2024-09-10 03:40:00
K49674;KWI;HKG;74Y;Wed;11:30;20:30;;87050;725;KWI/HKG/2024-09-11 11:30:00
ES173;KWI;BAH;76V;Wed;03:40;04:55;;47650;442;KWI/BAH/2024-09-11 03:40:00
ES173;KWI;BAH;76V;Fri;03:40;04:55;;47650;442;KWI/BAH/2024-09-13 03:40:00
ES173;KWI;BAH;76V;Sat;03:40;04:55;;47650;442;KWI/BAH/2024-09-14 03:40:00
ES171;KWI;BAH;76V;Sun;18:50;20:05;;47650;442;KWI/BAH/2024-09-15 18:50:00
GB480;LAX;CVG;76Y;Mon;17:00;21:10;;47650;442;LAX/CVG/2024-09-09 17:00:00
GB1920;LAX;SFO;76Y;Mon;09:44;11:09;;47650;442;LAX/SFO/2024-09-09 09:44:00
3S617;LAX;FRA;77X;Mon;06:25;17:25;;77350;645;LAX/FRA/2024-09-09 06:25:00
SQ7433;LAX;SYD;77X;Mon;17:10;08:30;1.0;77350;645;LAX/SYD/2024-09-09 17:10:00
PO915;LAX;ICN;74N;Tue;14:50;04:30;1.0;102300;853;LAX/ICN/2024-09-10 14:50:00
PO752;LAX;CVG;74N;Tue;12:50;16:55;;102300;853;LAX/CVG/2024-09-10 12:50:00
GB403;LAX;CVG;76Y;Tue;03:58;08:08;;47650;442;LAX/CVG/2024-09-10 03:58:00
GB480;LAX;CVG;76Y;Tue;17:30;21:40;;47650;442;LAX/CVG/2024-09-10 17:30:00
GB1920;LAX;SFO;76Y;Tue;13:50;15:15;;47650;442;LAX/SFO/2024-09-10 13:50:00
GB410;LAX;CVG;76Y;Tue;02:00;06:10;;47650;442;LAX/CVG/2024-09-10 02:00:00
D051;LAX;EMA;77X;Tue;12:25;23:00;;77350;645;LAX/EMA/2024-09-10 12:25:00
K4285;LAX;LEJ;77X;Tue;11:20;22:20;;77350;645;LAX/LEJ/2024-09-10 11:20:00
SQ7407;LAX;HNL;77X;Tue;14:00;20:10;;77350;645;LAX/HNL/2024-09-10 14:00:00
PO752;LAX;CVG;74N;Wed;12:50;16:55;;102300;853;LAX/CVG/2024-09-11 12:50:00
PO927;LAX;ICN;74N;Wed;08:00;21:40;;102300;853;LAX/ICN/2024-09-11 08:00:00
GB403;LAX;CVG;76Y;Wed;03:58;08:08;;47650;442;LAX/CVG/2024-09-11 03:58:00
GB480;LAX;CVG;76Y;Wed;17:30;21:40;;47650;442;LAX/CVG/2024-09-11 17:30:00
GB1920;LAX;SFO;76Y;Wed;13:50;15:15;;47650;442;LAX/SFO/2024-09-11 13:50:00
GB410;LAX;CVG;76Y;Wed;02:00;06:10;;47650;442;LAX/CVG/2024-09-11 02:00:00
3S475;LAX;SEA;77X;Wed;23:35;02:15;1.0;77350;645;LAX/SEA/2024-09-11 23:35:00
D053;LAX;EMA;77X;Wed;12:25;23:00;;77350;645;LAX/EMA/2024-09-11 12:25:00
K4287;LAX;LEJ;77X;Wed;11:20;22:20;;77350;645;LAX/LEJ/2024-09-11 11:20:00
SQ7401;LAX;HNL;77X;Wed;14:00;20:10;;77350;645;LAX/HNL/2024-09-11 14:00:00
PO752;LAX;CVG;74N;Thu;12:50;16:55;;102300;853;LAX/CVG/2024-09-12 12:50:00
PO915;LAX;ICN;74N;Thu;08:00;21:40;;102300;853;LAX/ICN/2024-09-12 08:00:00
GB403;LAX;CVG;76Y;Thu;03:58;08:08;;47650;442;LAX/CVG/2024-09-12 03:58:00
GB480;LAX;CVG;76Y;Thu;17:30;21:40;;47650;442;LAX/CVG/2024-09-12 17:30:00
GB1920;LAX;SFO;76Y;Thu;13:50;15:15;;47650;442;LAX/SFO/2024-09-12 13:50:00
GB410;LAX;CVG;76Y;Thu;02:00;06:10;;47650;442;LAX/CVG/2024-09-12 02:00:00
D051;LAX;EMA;77X;Thu;12:25;23:00;;77350;645;LAX/EMA/2024-09-12 12:25:00
K4285;LAX;LEJ;77X;Thu;11:20;22:20;;77350;645;LAX/LEJ/2024-09-12 11:20:00
