Day;Time;origin;destination;product;Market CHW;Market Allin Yield
Fri;18:00;CAI;MXP;TestProd;1.575;1
Fri;18:00;BKK;KHI;TestProd;282.605;1
Fri;18:00;BLR;LHR;TestProd;294.635;1
Fri;18:00;DXB;SGN;TestProd;125.10000000000001;1
Fri;18:00;CAI;EMA;TestProd;12.350249999999999;1
Fri;18:00;CAI;CDG;TestProd;3.8234999999999997;1
Fri;18:00;CAI;LHR;TestProd;2.457;1
Fri;18:00;YHM;BLQ;TestProd;739.753;1
Fri;18:00;HKG;NBO;TestProd;2311.513;1
Fri;18:00;SIN;BUD;TestProd;64.51500000000001;1
Fri;18:00;BKK;YVR;TestProd;844.85;1
Fri;18:00;BKK;ATL;TestProd;3848.3999999999996;1
Fri;18:00;BOM;WAW;TestProd;8.775;1
Fri;18:00;CVG;LIS;TestProd;3266.7870000000003;1
Fri;18:00;DXB;PVG;TestProd;2262.75;1
Fri;18:00;BLR;LYS;TestProd;327.9;1
Fri;18:00;LEJ;YHM;TestProd;32623.815;1
Fri;18:00;DXB;BCN;TestProd;838.815;1
Fri;18:00;DXB;CAN;TestProd;687.615;1
Fri;18:00;HKG;MCT;TestProd;672.8;1
Fri;18:00;CVG;MUC;TestProd;3656.38875;1
Fri;18:00;BLR;TLV;TestProd;574.845;1
Fri;18:00;SIN;RUH;TestProd;1133.685;1
Fri;18:00;CAN;AMS;TestProd;57.50750000000001;1
Fri;18:00;DXB;OSL;TestProd;847.3874999999999;1
Fri;18:00;BKK;VIT;TestProd;2448.5;1
Fri;18:00;BKK;YHM;TestProd;1608.725;1
Fri;18:00;BKK;WAW;TestProd;1186.15;1
Fri;18:00;YHM;PVG;TestProd;656.414;1
Fri;18:00;DXB;BLL;TestProd;1364.0175;1
Fri;18:00;SIN;MUC;TestProd;1470.9187499999998;1
Fri;18:00;DOH;BRU;TestProd;447.375;1
Fri;18:00;BKK;MAD;TestProd;370.075;1
Fri;18:00;DXB;MUC;TestProd;1890.4875000000002;1
Fri;18:00;HKG;DOH;TestProd;889.3425;1
Fri;18:00;DOH;CDG;TestProd;121.3;1
Fri;18:00;HKG;AMM;TestProd;1043.305;1
Fri;18:00;LHE;BSL;TestProd;191.325;1
Fri;18:00;BLR;BAH;TestProd;28.8;1
Fri;18:00;CDG;AMM;TestProd;53.675;1
Fri;18:00;HKG;GDL;TestProd;8020.32;1
Fri;18:00;BLR;LEJ;TestProd;10146.47;1
Fri;18:00;DXB;GOT;TestProd;58.5;1
Fri;18:00;DXB;BOG;TestProd;11.840250000000001;1
Fri;18:00;SYD;LAX;TestProd;2883.45225;1
Fri;18:00;HKG;FRA;TestProd;3639.47;1
Fri;18:00;DOH;LEJ;TestProd;303.48;1
Fri;18:00;CAI;YHM;TestProd;0.31349999999999995;1
Fri;18:00;BLR;BOG;TestProd;16.05;1
Fri;18:00;DXB;YVR;TestProd;343.95000000000005;1
Fri;18:00;HKG;BAH;TestProd;2700.47;1
Fri;18:00;SYD;NLU;TestProd;29.636249999999997;1
Fri;18:00;CAI;VIT;TestProd;6.419999999999999;1
Fri;18:00;LHE;ATL;TestProd;1961.5124999999998;1
Fri;18:00;CAI;CVG;TestProd;152.0925;1
Fri;18:00;BLR;HKG;TestProd;2336.425;1
Fri;18:00;LEJ;JFK;TestProd;42113.17875;1
Fri;18:00;CDG;RUH;TestProd;847.55;1
Fri;18:00;YHM;AMS;TestProd;1257.972;1
Fri;18:00;BKK;MXP;TestProd;1118.41;1
Fri;18:00;DXB;LHR;TestProd;4418.61;1
Fri;18:00;CVG;BLQ;TestProd;7829.859;1
Fri;18:00;SIN;NRT;TestProd;4087.5750000000003;1
Fri;18:00;CVG;BCN;TestProd;482.84624999999994;1
Fri;18:00;LEJ;MIA;TestProd;31851.82125;1
Fri;18:00;BLR;JFK;TestProd;6466.1375;1
Fri;18:00;DXB;ORD;TestProd;495.03749999999997;1
Fri;18:00;CVG;LEJ;TestProd;88045.0875;1
Fri;18:00;LAX;BSL;TestProd;8859.985;1
Fri;18:00;CAI;ORD;TestProd;38.445;1
Fri;18:00;SIN;LAX;TestProd;10739.445;1
Fri;18:00;BLR;GOT;TestProd;141.2;1
Fri;18:00;BLR;EMA;TestProd;12758.3325;1
Fri;18:00;SZX;SYD;TestProd;11020.62;1
Fri;18:00;CAI;BSL;TestProd;0.1275;1
Fri;18:00;LEJ;CVG;TestProd;118120.155;1
Fri;18:00;BLR;BLQ;TestProd;1740.415;1
Fri;18:00;HKG;QRO;TestProd;1901.986;1
Fri;18:00;DOH;EMA;TestProd;924.5999999999999;1
Fri;18:00;CVG;TPE;TestProd;639.6650625000001;1
Fri;18:00;HKG;AMS;TestProd;31697.134;1
Fri;18:00;SYD;MIA;TestProd;1754.4029999999998;1
Fri;18:00;LAX;TPE;TestProd;265.85525;1
Fri;18:00;SZX;BRU;TestProd;15939.92;1
Fri;18:00;CVG;GOT;TestProd;871.605;1
Fri;18:00;SZX;LEJ;TestProd;107459.435;1
Fri;18:00;CVG;BSL;TestProd;4830.7875;1
Fri;18:00;CDG;DMM;TestProd;1445.1;1
Fri;18:00;LEJ;QRO;TestProd;6575.1975;1
Fri;18:00;CAN;UIO;TestProd;24.3625;1
Fri;18:00;BKK;LIM;TestProd;364.85;1
Fri;18:00;HKG;MUC;TestProd;2687.53;1
Fri;18:00;HKG;PTY;TestProd;8679.835;1
Fri;18:00;RUH;CDG;TestProd;0.25;1
Fri;18:00;DXB;TLV;TestProd;54.97874999999999;1
Fri;18:00;LHE;FRA;TestProd;451.7;1
Fri;18:00;BLR;AMS;TestProd;749.6;1
Fri;18:00;CVG;CGN;TestProd;2827.36575;1
Fri;18:00;BLR;BLL;TestProd;351.48;1
Fri;18:00;SIN;GDL;TestProd;2327.5125;1
Fri;18:00;BLR;TPE;TestProd;123.42625000000001;1
Fri;18:00;SYD;EMA;TestProd;5564.454;1
Fri;18:00;BOM;ICN;TestProd;949.2125;1
Fri;18:00;BKK;CGN;TestProd;487.5075;1
Fri;18:00;BKK;CDG;TestProd;3393.54;1
Fri;18:00;CDG;CAI;TestProd;703.6;1
Fri;18:00;YHM;DEL;TestProd;96.9;1
Fri;18:00;HKG;LOS;TestProd;695.23;1
Fri;18:00;BLR;JED;TestProd;81.3;1
Fri;18:00;HKG;BCN;TestProd;1132.615;1
Fri;18:00;CVG;BLL;TestProd;2253.456;1
Fri;18:00;BLR;CAI;TestProd;45.175;1
Fri;18:00;BKK;FRA;TestProd;1049.725;1
Fri;18:00;DXB;LIS;TestProd;2628.5325000000003;1
Fri;18:00;CDG;DOH;TestProd;485.425;1
Fri;18:00;DXB;ICN;TestProd;921.795;1
Fri;18:00;BKK;ICN;TestProd;6670.745;1
Fri;18:00;DXB;BLQ;TestProd;2932.31625;1
Fri;18:00;SZX;OSL;TestProd;5851.65;1
Fri;18:00;HKG;YVR;TestProd;4306.0925;1
Fri;18:00;BLR;BRU;TestProd;2073.785;1
Fri;18:00;YHM;BLR;TestProd;232.54;1
Fri;18:00;CAN;QRO;TestProd;819.5830000000001;1
Fri;18:00;CVG;WAW;TestProd;3161.2275;1
Fri;18:00;JED;CVG;TestProd;1.0;1
Fri;18:00;DXB;LYS;TestProd;241.72500000000002;1
Fri;18:00;SZX;SIN;TestProd;23506.9475;1
Fri;18:00;SZX;EMA;TestProd;107852.1975;1
Fri;18:00;CAN;YMX;TestProd;1221.275;1
Fri;18:00;BKK;BRU;TestProd;3991.95;1
Fri;18:00;HKG;STR;TestProd;2725.865;1
Fri;18:00;DXB;HKG;TestProd;1365.6;1
Fri;18:00;CVG;HKG;TestProd;20652.59625;1
Fri;18:00;NBO;LAX;TestProd;6.210000000000001;1
Fri;18:00;DXB;CPH;TestProd;701.205;1
Fri;18:00;SIN;BSL;TestProd;961.09125;1
Fri;18:00;CDG;DXB;TestProd;6181.349999999999;1
Fri;18:00;SYD;YMX;TestProd;245.427;1
Fri;18:00;BLR;LIS;TestProd;83.45;1
Fri;18:00;RUH;LEJ;TestProd;24.1;1
Fri;18:00;CVG;ICN;TestProd;37036.395000000004;1
Fri;18:00;SZX;QRO;TestProd;3146.2;1
Fri;18:00;DXB;BOM;TestProd;1057.65;1
Fri;18:00;CAI;BRU;TestProd;0.4875;1
Fri;18:00;CAN;MIA;TestProd;11756.032500000001;1
Fri;18:00;CAN;SYD;TestProd;344.96025000000003;1
Fri;18:00;CVG;DOH;TestProd;3923.20875;1
Fri;18:00;DOH;FRA;TestProd;168.0;1
Fri;18:00;BKK;JED;TestProd;150.675;1
Fri;18:00;BOM;EMA;TestProd;2822.5724999999998;1
Fri;18:00;LAX;CDG;TestProd;8961.781;1
Fri;18:00;HKG;JED;TestProd;10206.55;1
Fri;18:00;BLR;KWI;TestProd;40.942499999999995;1
Fri;18:00;BKK;CVG;TestProd;45140.0185;1
Fri;18:00;YHM;SIN;TestProd;2484.358;1
Fri;18:00;YHM;BOM;TestProd;61.2;1
Fri;18:00;HKG;KHI;TestProd;1705.055;1
Fri;18:00;BOM;PVG;TestProd;1439.5475;1
Fri;18:00;CVG;RUH;TestProd;9438.36975;1
Fri;18:00;HKG;CVG;TestProd;162996.955;1
Fri;18:00;HKG;NLU;TestProd;4577.882;1
Fri;18:00;LHE;MIA;TestProd;1012.455;1
Fri;18:00;SZX;JFK;TestProd;52657.926;1
Fri;18:00;SZX;TLV;TestProd;17419.25625;1
Fri;18:00;LHE;YHM;TestProd;1935.245;1
Fri;18:00;RUH;AMS;TestProd;4.1;1
Fri;18:00;SZX;PTY;TestProd;1677.69;1
Fri;18:00;LEJ;ORD;TestProd;7950.4349999999995;1
Fri;18:00;DXB;CDG;TestProd;12180.765;1
Fri;18:00;HKG;MTY;TestProd;4522.393;1
Fri;18:00;CAN;CVG;TestProd;19142.52675;1
Fri;18:00;CVG;CDG;TestProd;14802.393750000001;1
Fri;18:00;YHM;EMA;TestProd;10855.101;1
Fri;18:00;SIN;TPE;TestProd;905.8314375000001;1
Fri;18:00;HKG;LIM;TestProd;9576.85;1
Fri;18:00;DOH;CGN;TestProd;3.345;1
Fri;18:00;BLR;CVG;TestProd;22261.645;1
Fri;18:00;CVG;CPH;TestProd;4906.6245;1
Fri;18:00;HKG;ARN;TestProd;2424.36;1
Fri;18:00;BKK;BOG;TestProd;11.2575;1
Fri;18:00;BKK;BLL;TestProd;1684.555;1
Fri;18:00;SIN;SZX;TestProd;1559.625;1
Fri;18:00;SZX;HAN;TestProd;4607.4625;1
Fri;18:00;SZX;SVG;TestProd;1494.2;1
Fri;18:00;DXB;CGN;TestProd;477.68512499999997;1
Fri;18:00;SZX;MUC;TestProd;5639.15;1
Fri;18:00;HKG;BLR;TestProd;7827.495;1
Fri;18:00;SYD;YVR;TestProd;457.4675;1
Fri;18:00;BKK;LHR;TestProd;427.51;1
Fri;18:00;BLR;MIA;TestProd;1628.2275;1
Fri;18:00;DXB;VIT;TestProd;1205.1;1
Fri;18:00;CAN;ORD;TestProd;1192.39;1
Fri;18:00;NBO;EMA;TestProd;223.34250000000003;1
Fri;18:00;DXB;CVG;TestProd;6624.45375;1
Fri;18:00;CAI;LAX;TestProd;60.7275;1
Fri;18:00;HKG;LYS;TestProd;4909.595;1
Fri;18:00;CAN;SAP;TestProd;22.614500000000003;1
Fri;18:00;BKK;LEJ;TestProd;15448.97;1
Fri;18:00;BKK;JFK;TestProd;9033.2;1
Fri;18:00;DXB;NLU;TestProd;24.974999999999998;1
Fri;18:00;BKK;CPH;TestProd;1401.67;1
Fri;18:00;SYD;YHM;TestProd;2121.0962499999996;1
Fri;18:00;LEJ;YVR;TestProd;13003.3125;1
Fri;18:00;BKK;MIA;TestProd;2980.4474999999998;1
Fri;18:00;BAH;LEJ;TestProd;0.6000000000000001;1
Fri;18:00;CAN;MTY;TestProd;1588.4270000000001;1
Fri;18:00;HKG;TAS;TestProd;57.075;1
Fri;18:00;LEJ;ATL;TestProd;27572.338125000002;1
Fri;18:00;BLR;MTY;TestProd;215.825;1
Fri;18:00;HKG;MEL;TestProd;1569.35965;1
Fri;18:00;BLR;BUD;TestProd;65.7885;1
Fri;18:00;CAI;BLQ;TestProd;1.695;1
Fri;18:00;SYD;HKG;TestProd;1525.3017499999999;1
Fri;18:00;DXB;STR;TestProd;286.42499999999995;1
Fri;18:00;LHE;LAX;TestProd;2917.405;1
Fri;18:00;HKG;YMX;TestProd;4790.68;1
Fri;18:00;CDG;JED;TestProd;379.2;1
Fri;18:00;SZX;CGN;TestProd;3651.7725;1
Fri;18:00;BKK;NLU;TestProd;189.195;1
Fri;18:00;SIN;LEJ;TestProd;38445.149999999994;1
Fri;18:00;DOH;CVG;TestProd;172.4;1
Fri;18:00;BKK;KWI;TestProd;2.3924999999999996;1
Fri;18:00;LHE;ORD;TestProd;525.225;1
Fri;18:00;CVG;CAI;TestProd;1273.35375;1
Fri;18:00;CDG;JFK;TestProd;6044.1;1
Fri;18:00;HKG;LIS;TestProd;3205.867;1
Fri;18:00;LHE;PVG;TestProd;208.52;1
Fri;18:00;HKG;ACC;TestProd;420.47;1
Fri;18:00;CAN;CDG;TestProd;186.6635;1
Fri;18:00;SIN;ORD;TestProd;942.52125;1
Fri;18:00;BLR;KHI;TestProd;8.87;1
Fri;18:00;HKG;SGN;TestProd;11861.04;1
Fri;18:00;SIN;GOT;TestProd;155.11874999999998;1
Fri;18:00;YHM;VIT;TestProd;250.48;1
Fri;18:00;BKK;LIS;TestProd;125.075;1
Fri;18:00;BLR;MXP;TestProd;1065.575;1
Fri;18:00;CAI;SIN;TestProd;52.734;1
Fri;18:00;SYD;MTY;TestProd;3.6312499999999996;1
Fri;18:00;CAI;BOM;TestProd;2.1825;1
Fri;18:00;DXB;TPE;TestProd;35.8875;1
Fri;18:00;RUH;MXP;TestProd;2.225;1
Fri;18:00;HKG;VIT;TestProd;25033.09;1
Fri;18:00;BOM;BLQ;TestProd;404.4975;1
Fri;18:00;NBO;CVG;TestProd;14.622;1
Fri;18:00;DXB;HAN;TestProd;46.6125;1
Fri;18:00;SIN;CPH;TestProd;417.41249999999997;1
Fri;18:00;DXB;SIN;TestProd;6139.545;1
Fri;18:00;BLR;ARN;TestProd;113.2;1
Fri;18:00;BLR;NBO;TestProd;79.715;1
Fri;18:00;LAX;TLV;TestProd;1791.555;1
Fri;18:00;HKG;CDG;TestProd;29252.022;1
Fri;18:00;CAI;SYD;TestProd;0.1275;1
Fri;18:00;CVG;PVG;TestProd;36889.37175;1
Fri;18:00;HKG;BSL;TestProd;12602.05;1
Fri;18:00;CVG;ACC;TestProd;1051.24875;1
Fri;18:00;CAN;BKK;TestProd;415.65150000000006;1
Fri;18:00;CAN;CPH;TestProd;105.86;1
Fri;18:00;LAX;SIN;TestProd;33141.911;1
Fri;18:00;CAN;ATL;TestProd;4714.239375;1
Fri;18:00;BLR;BSL;TestProd;1571.725;1
Fri;18:00;BOM;MXP;TestProd;346.055;1
Fri;18:00;CVG;MEL;TestProd;1162.518525;1
Fri;18:00;LEJ;NLU;TestProd;5422.9275;1
Fri;18:00;DXB;MIA;TestProd;3126.7125000000005;1
Fri;18:00;HKG;NAP;TestProd;3413.91;1
Fri;18:00;CVG;DEL;TestProd;5994.8175;1
Fri;18:00;BKK;DXB;TestProd;2594.9474999999998;1
Fri;18:00;BKK;SZX;TestProd;771.8;1
Fri;18:00;HKG;GOT;TestProd;2782.355;1
Fri;18:00;CVG;MXP;TestProd;6290.9985;1
Fri;18:00;BLR;ATL;TestProd;4799.325000000001;1
Fri;18:00;CVG;KWI;TestProd;3113.61525;1
Fri;18:00;HKG;KWI;TestProd;1290.5025;1
Fri;18:00;DXB;WAW;TestProd;954.0749999999999;1
Fri;18:00;HKG;TLV;TestProd;4265.7795;1
Fri;18:00;YHM;MEL;TestProd;206.41945;1
Fri;18:00;DXB;DEL;TestProd;982.4625000000001;1
Fri;18:00;HKG;ATL;TestProd;27799.856249999997;1
Fri;18:00;HKG;ORD;TestProd;12539.6525;1
Fri;18:00;RUH;LIS;TestProd;0.375;1
Fri;18:00;SYD;JFK;TestProd;3557.51375;1
Fri;18:00;SYD;ATL;TestProd;705.245625;1
Fri;18:00;CAI;MEL;TestProd;0.002625;1
Fri;18:00;BLR;LOS;TestProd;114.53;1
Fri;18:00;DXB;MAD;TestProd;1125.2175;1
Fri;18:00;BLR;CAN;TestProd;1439.062;1
Fri;18:00;DOH;LAX;TestProd;32.325;1
Fri;18:00;CAN;PTY;TestProd;392.595;1
Fri;18:00;SZX;CPH;TestProd;4953.01;1
Fri;18:00;RUH;BOM;TestProd;0.525;1
Fri;18:00;HKG;LEJ;TestProd;199646.736;1
Fri;18:00;DXB;BRU;TestProd;4733.04;1
Fri;18:00;BOM;YHM;TestProd;509.57;1
Fri;18:00;YHM;LHE;TestProd;9.65;1
Fri;18:00;DXB;SZX;TestProd;142.46249999999998;1
Fri;18:00;DOH;JFK;TestProd;7.2;1
Fri;18:00;CVG;BRU;TestProd;18875.22375;1
Fri;18:00;CAN;JFK;TestProd;6531.444;1
Fri;18:00;CDG;MCT;TestProd;76.65;1
Fri;18:00;HKG;SIN;TestProd;41004.633;1
Fri;18:00;DXB;BUD;TestProd;78.70275;1
Fri;18:00;RUH;CVG;TestProd;6.825;1
Fri;18:00;HKG;ALA;TestProd;188.382;1
Fri;18:00;SIN;PVG;TestProd;34641.00075;1
Fri;18:00;DXB;SYD;TestProd;903.01125;1
Sat;18:00;RUH;LEJ;TestProd;501.17;1
Sat;18:00;RUH;MXP;TestProd;174.59;1
Sat;18:00;SYD;HKG;TestProd;2.065;1
Sat;18:00;RUH;CAN;TestProd;2.2;1
Sat;18:00;DXB;LYS;TestProd;102.375;1
Sat;18:00;BLR;LYS;TestProd;613.65;1
Sat;18:00;CDG;AMM;TestProd;24.375;1
Sat;18:00;LAX;TLV;TestProd;1.17;1
Sat;18:00;YHM;LEJ;TestProd;12.24;1
Sat;18:00;CAI;CGN;TestProd;0.39375;1
Sat;18:00;SZX;SVG;TestProd;1713.475;1
Sat;18:00;CAN;NLU;TestProd;2087.2133000000003;1
Sat;18:00;CVG;SVG;TestProd;0.3375;1
Sat;18:00;CAI;CAN;TestProd;58.019999999999996;1
Sat;18:00;CDG;MCT;TestProd;1.25;1
Sat;18:00;CAI;VIT;TestProd;8.79;1
Sat;18:00;BAH;YHM;TestProd;13.575000000000001;1
Sat;18:00;CAI;LHR;TestProd;0.054;1
Sat;18:00;LEJ;JFK;TestProd;28175.52;1
Sat;18:00;BLR;DOH;TestProd;61.85;1
Sat;18:00;CVG;BLL;TestProd;81.98625;1
Sat;18:00;BKK;LIM;TestProd;18.8;1
Sat;18:00;BLR;LAX;TestProd;4464.25;1
Sat;18:00;RUH;AMS;TestProd;44.85;1
Sat;18:00;CAI;BRU;TestProd;1.995;1
Sat;18:00;SZX;SGN;TestProd;4120.9375;1
Sat;18:00;BKK;ARN;TestProd;238.375;1
Sat;18:00;CAN;ORD;TestProd;1671.9215000000002;1
Sat;18:00;BKK;BSL;TestProd;1531.125;1
Sat;18:00;HKG;KHI;TestProd;524.275;1
Sat;18:00;LEJ;YMX;TestProd;1443.6750000000002;1
Sat;18:00;BOM;BLL;TestProd;203.0475;1
Sat;18:00;HKG;JED;TestProd;4669.58;1
Sat;18:00;JED;YHM;TestProd;2.92;1
Sat;18:00;DOH;BSL;TestProd;400.0;1
Sat;18:00;CVG;MEL;TestProd;4.06125;1
Sat;18:00;RUH;CDG;TestProd;20.4;1
Sat;18:00;BKK;ORD;TestProd;924.675;1
Sat;18:00;LAX;SYD;TestProd;6.725;1
Sat;18:00;HKG;BSL;TestProd;11708.335;1
Sat;18:00;DXB;SZX;TestProd;346.125;1
Sat;18:00;CVG;BUD;TestProd;0.5962500000000001;1
Sat;18:00;CAI;HKG;TestProd;6.4875;1
Sat;18:00;CVG;WAW;TestProd;2.925;1
Sat;18:00;RUH;HKG;TestProd;14.575;1
Sat;18:00;BOM;LAX;TestProd;983.6875;1
Sat;18:00;BKK;BRU;TestProd;1368.575;1
Sat;18:00;DOH;FRA;TestProd;14.5;1
Sat;18:00;DOH;BLR;TestProd;1.7;1
Sat;18:00;YHM;LHE;TestProd;0.65;1
Sat;18:00;DXB;NAP;TestProd;45.2625;1
Sat;18:00;SZX;SYD;TestProd;7448.7875;1
Sat;18:00;HKG;HAN;TestProd;3152.885;1
Sat;18:00;DXB;BCN;TestProd;1154.43;1
Sat;18:00;SZX;TLV;TestProd;15509.767499999998;1
Sat;18:00;NBO;CDG;TestProd;2.2862500000000003;1
Sat;18:00;HKG;DXB;TestProd;20461.608;1
Sat;18:00;BLR;LIM;TestProd;31.95;1
Sat;18:00;BLR;YHM;TestProd;1680.35;1
Sat;18:00;HKG;NAP;TestProd;2496.525;1
Sat;18:00;BLR;TPE;TestProd;10.7825;1
Sat;18:00;CAN;YHM;TestProd;4285.8475;1
Sat;18:00;CAI;JFK;TestProd;368.11499999999995;1
Sat;18:00;DXB;CGN;TestProd;48.1275;1
Sat;18:00;SIN;MIA;TestProd;888.9750000000001;1
Sat;18:00;BKK;STR;TestProd;127.05;1
Sat;18:00;HKG;JFK;TestProd;82936.25;1
Sat;18:00;CAI;SIN;TestProd;17.2755;1
Sat;18:00;RUH;CVG;TestProd;193.4;1
Sat;18:00;BLR;MXP;TestProd;1692.07;1
Sat;18:00;BKK;CPH;TestProd;1014.25;1
Sat;18:00;SZX;BRU;TestProd;9102.365;1
Sat;18:00;DXB;BOG;TestProd;7.844250000000001;1
Sat;18:00;CAN;CVG;TestProd;19387.29775;1
Sat;18:00;SIN;BSL;TestProd;387.15000000000003;1
Sat;18:00;CVG;EMA;TestProd;4587.433875;1
Sat;18:00;HKG;BCN;TestProd;980.469;1
Sat;18:00;SYD;ATL;TestProd;431.038125;1
Sat;18:00;BLR;HKG;TestProd;1487.3;1
Sat;18:00;HKG;VIT;TestProd;25649.18;1
Sat;18:00;CAN;BKK;TestProd;148.1205;1
Sat;18:00;CVG;BAH;TestProd;233.17125;1
Sat;18:00;BKK;FRA;TestProd;843.95;1
Sat;18:00;BKK;YHM;TestProd;1704.78;1
Sat;18:00;DXB;AMS;TestProd;2331.2025;1
Sat;18:00;BKK;CAN;TestProd;446.675;1
Sat;18:00;BKK;CDG;TestProd;3146.575;1
Sat;18:00;DXB;GOT;TestProd;45.1125;1
Sat;18:00;CAN;SAP;TestProd;8.287;1
Sat;18:00;SZX;SIN;TestProd;14205.095;1
Sat;18:00;CVG;LEJ;TestProd;1865.955;1
Sat;18:00;SZX;BKK;TestProd;9611.1775;1
Sat;18:00;SIN;PVG;TestProd;4773.9075;1
Sat;18:00;CVG;RUH;TestProd;1816.3312500000002;1
Sat;18:00;BKK;GOT;TestProd;657.95;1
Sat;18:00;BKK;NLU;TestProd;504.9;1
Sat;18:00;BLR;NLU;TestProd;20.875;1
Sat;18:00;LEJ;NLU;TestProd;858.435;1
Sat;18:00;LHE;BSL;TestProd;43.7;1
Sat;18:00;HKG;ALA;TestProd;163.343;1
Sat;18:00;HKG;BOG;TestProd;820.9940000000001;1
Sat;18:00;DXB;DEL;TestProd;770.9625000000001;1
Sat;18:00;RUH;LIS;TestProd;7.84;1
Sat;18:00;LHE;SIN;TestProd;970.275;1
Sat;18:00;DOH;AMS;TestProd;74.925;1
Sat;18:00;CVG;JED;TestProd;872.625;1
Sat;18:00;HKG;CAI;TestProd;606.213;1
Sat;18:00;CAI;MXP;TestProd;9.614999999999998;1
Sat;18:00;CAI;MUC;TestProd;0.0525;1
Sat;18:00;HKG;AMM;TestProd;233.385;1
Sat;18:00;DXB;PTY;TestProd;306.45000000000005;1
Sat;18:00;BKK;HKG;TestProd;3395.65;1
Sat;18:00;HKG;SAP;TestProd;464.4;1
Sat;18:00;CVG;PVG;TestProd;1038.62775;1
Sat;18:00;SZX;DXB;TestProd;12894.6675;1
Sat;18:00;BKK;ICN;TestProd;1724.825;1
Sat;18:00;DXB;SYD;TestProd;482.79375000000005;1
Sat;18:00;SZX;BUD;TestProd;273.985;1
Sat;18:00;BKK;LYS;TestProd;2008.45;1
Sat;18:00;RUH;BLQ;TestProd;41.42;1
Sat;18:00;DXB;BUD;TestProd;35.51925;1
Sat;18:00;BLR;BUD;TestProd;86.25200000000001;1
Sat;18:00;CDG;RUH;TestProd;42.4;1
Sat;18:00;YHM;SIN;TestProd;9.8;1
Sat;18:00;YHM;PVG;TestProd;2.83;1
Sat;18:00;CVG;CPH;TestProd;87.67500000000001;1
Sat;18:00;YHM;AMS;TestProd;54.8;1
Sat;18:00;HKG;TAS;TestProd;331.175;1
Sat;18:00;LAX;LEJ;TestProd;8.0;1
Sat;18:00;CVG;DXB;TestProd;755.026875;1
Sat;18:00;CVG;ACC;TestProd;1.2000000000000002;1
Sat;18:00;YHM;BLR;TestProd;3.25;1
Sat;18:00;RUH;LAX;TestProd;1338.35;1
Sat;18:00;LAX;CDG;TestProd;16.65;1
Sat;18:00;BLR;NBO;TestProd;15.815;1
Sat;18:00;SZX;BSL;TestProd;4471.0625;1
Sat;18:00;LHE;LEJ;TestProd;8238.93;1
Sat;18:00;DXB;MIA;TestProd;2826.77625;1
Sat;18:00;DXB;HKG;TestProd;811.6500000000001;1
Sat;18:00;YHM;SYD;TestProd;21.29;1
Sat;18:00;HKG;CGN;TestProd;5595.1275;1
Sat;18:00;DXB;CAN;TestProd;503.865;1
Sat;18:00;CAI;SYD;TestProd;26.782500000000002;1
Sat;18:00;SYD;YVR;TestProd;350.54249999999996;1
Sat;18:00;DOH;MAD;TestProd;0.5;1
Sat;18:00;CVG;ICN;TestProd;259.4385;1
Sat;18:00;SIN;HKG;TestProd;12832.807499999999;1
Sat;18:00;HKG;STR;TestProd;1538.4;1
Sat;18:00;BKK;LEJ;TestProd;4400.54;1
Sat;18:00;HKG;SYD;TestProd;12988.538;1
Sat;18:00;HKG;SGN;TestProd;2037.575;1
Sat;18:00;BKK;SZX;TestProd;704.3;1
Sat;18:00;SYD;CVG;TestProd;3764.6367499999997;1
Sat;18:00;CAI;MEL;TestProd;0.8130000000000002;1
Sat;18:00;CAN;LAX;TestProd;4020.7047500000003;1
Sat;18:00;CAN;QRO;TestProd;899.7407499999999;1
Sat;18:00;LHE;CGN;TestProd;458.685;1
Sat;18:00;BKK;MAD;TestProd;132.05;1
Sat;18:00;DXB;CPH;TestProd;190.16250000000002;1
Sat;18:00;CVG;DMM;TestProd;271.38750000000005;1
Sat;18:00;RUH;BOM;TestProd;0.525;1
Sat;18:00;SIN;EMA;TestProd;8326.800000000001;1
Sat;18:00;HKG;UIO;TestProd;1053.33;1
Sat;18:00;BKK;LIS;TestProd;191.35;1
Sat;18:00;CAN;SYD;TestProd;327.93375000000003;1
Sat;18:00;NBO;LAX;TestProd;12.96;1
Sat;18:00;HKG;CPH;TestProd;15763.324;1
Sat;18:00;HKG;DOH;TestProd;1004.445;1
Sat;18:00;BLR;BLL;TestProd;514.495;1
Sat;18:00;YHM;TPE;TestProd;0.025;1
Sat;18:00;BKK;EMA;TestProd;6476.5275;1
Sat;18:00;HKG;BOM;TestProd;4244.985;1
Sat;18:00;BLR;CVG;TestProd;20052.345;1
Sat;18:00;BKK;PVG;TestProd;5736.875;1
Sat;18:00;SIN;NRT;TestProd;520.125;1
Sat;18:00;DXB;EMA;TestProd;13218.19875;1
Sat;18:00;BLR;BRU;TestProd;1533.46;1
Sat;18:00;BLR;JED;TestProd;293.075;1
Sat;18:00;SZX;YMX;TestProd;2160.975;1
Sat;18:00;BKK;BLL;TestProd;198.77;1
Sat;18:00;DXB;BRU;TestProd;3205.1549999999997;1
Sat;18:00;BLR;MIA;TestProd;1853.895;1
Sat;18:00;BLR;ORD;TestProd;3011.65;1
Sat;18:00;SYD;LAX;TestProd;951.53625;1
Sat;18:00;HKG;OSL;TestProd;5881.54;1
