Flight Number,Orig,Dest,A/C,Weekday_Z,DD_Z,Net Payload,Net Volume,Weekday_num,deptime,arrtime,key,key+
K4626,MIA,ANC,74Y,Thu,,87050,725,3,2024-09-12 07:30:00,2024-09-12 16:15:00,MIA/ANC/2024-09-12 07:30:00,MIA/ANC/2024-09-12 07:30:00/K4626
GB183,MIA,CVG,76Y,Thu,,47650,442,3,2024-09-12 04:00:00,2024-09-12 06:45:00,MIA/CVG/2024-09-12 04:00:00,MIA/CVG/2024-09-12 04:00:00/GB183
GB199,MIA,CVG,76Y,Thu,,47650,442,3,2024-09-12 16:00:00,2024-09-12 18:45:00,MIA/CVG/2024-09-12 16:00:00,MIA/CVG/2024-09-12 16:00:00/GB199
W85231,MIA,SJO,76Y,Thu,,47650,442,3,2024-09-12 15:30:00,2024-09-12 18:30:00,MIA/SJO/2024-09-12 15:30:00,MIA/SJO/2024-09-12 15:30:00/W85231
GB2245,MIA,BOG,76Y,Thu,,47650,442,3,2024-09-12 15:55:00,2024-09-12 19:35:00,MIA/BOG/2024-09-12 15:55:00,MIA/BOG/2024-09-12 15:55:00/GB2245
GB200,MIA,CVG,76Y,Thu,,47650,442,3,2024-09-12 03:00:00,2024-09-12 05:45:00,MIA/CVG/2024-09-12 03:00:00,MIA/CVG/2024-09-12 03:00:00/GB200
W81507,MIA,LIM,76Y,Thu,,47650,442,3,2024-09-12 04:30:00,2024-09-12 10:15:00,MIA/LIM/2024-09-12 04:30:00,MIA/LIM/2024-09-12 04:30:00/W81507
2I926,MIA,MCO,76Y,Thu,,47650,442,3,2024-09-12 01:05:00,2024-09-12 02:15:00,MIA/MCO/2024-09-12 01:05:00,MIA/MCO/2024-09-12 01:05:00/2I926
K4624,MIA,ANC,74Y,Fri,,87050,725,4,2024-09-13 06:30:00,2024-09-13 15:15:00,MIA/ANC/2024-09-13 06:30:00,MIA/ANC/2024-09-13 06:30:00/K4624
GB183,MIA,CVG,76Y,Fri,,47650,442,4,2024-09-13 04:00:00,2024-09-13 06:45:00,MIA/CVG/2024-09-13 04:00:00,MIA/CVG/2024-09-13 04:00:00/GB183
GB199,MIA,CVG,76Y,Fri,,47650,442,4,2024-09-13 16:00:00,2024-09-13 18:45:00,MIA/CVG/2024-09-13 16:00:00,MIA/CVG/2024-09-13 16:00:00/GB199
W85455,MIA,GUA,76Y,Fri,,47650,442,4,2024-09-13 15:30:00,2024-09-13 18:30:00,MIA/GUA/2024-09-13 15:30:00,MIA/GUA/2024-09-13 15:30:00/W85455
GB2245,MIA,BOG,76Y,Fri,,47650,442,4,2024-09-13 15:55:00,2024-09-13 19:35:00,MIA/BOG/2024-09-13 15:55:00,MIA/BOG/2024-09-13 15:55:00/GB2245
GB200,MIA,CVG,76Y,Fri,,47650,442,4,2024-09-13 03:00:00,2024-09-13 05:45:00,MIA/CVG/2024-09-13 03:00:00,MIA/CVG/2024-09-13 03:00:00/GB200
W81507,MIA,LIM,76Y,Fri,,47650,442,4,2024-09-13 04:30:00,2024-09-13 10:15:00,MIA/LIM/2024-09-13 04:30:00,MIA/LIM/2024-09-13 04:30:00/W81507
2I926,MIA,MCO,76Y,Fri,,47650,442,4,2024-09-13 01:05:00,2024-09-13 02:15:00,MIA/MCO/2024-09-13 01:05:00,MIA/MCO/2024-09-13 01:05:00/2I926
K4626,MIA,ANC,74Y,Sat,,87050,725,5,2024-09-14 04:25:00,2024-09-14 13:10:00,MIA/ANC/2024-09-14 04:25:00,MIA/ANC/2024-09-14 04:25:00/K4626
GB2245,MIA,BOG,76Y,Sat,,47650,442,5,2024-09-14 17:25:00,2024-09-14 21:05:00,MIA/BOG/2024-09-14 17:25:00,MIA/BOG/2024-09-14 17:25:00/GB2245
GB183,MIA,CVG,76Y,Sat,,47650,442,5,2024-09-14 04:00:00,2024-09-14 06:45:00,MIA/CVG/2024-09-14 04:00:00,MIA/CVG/2024-09-14 04:00:00/GB183
W85231,MIA,SJO,76Y,Sat,,47650,442,5,2024-09-14 15:30:00,2024-09-14 18:30:00,MIA/SJO/2024-09-14 15:30:00,MIA/SJO/2024-09-14 15:30:00/W85231
2I926,MIA,MCO,76Y,Sat,,47650,442,5,2024-09-14 01:05:00,2024-09-14 02:15:00,MIA/MCO/2024-09-14 01:05:00,MIA/MCO/2024-09-14 01:05:00/2I926
GB199,MIA,CVG,76Y,Sat,,47650,442,5,2024-09-14 16:00:00,2024-09-14 18:45:00,MIA/CVG/2024-09-14 16:00:00,MIA/CVG/2024-09-14 16:00:00/GB199
GB200,MIA,CVG,76Y,Sat,,47650,442,5,2024-09-14 03:00:00,2024-09-14 05:45:00,MIA/CVG/2024-09-14 03:00:00,MIA/CVG/2024-09-14 03:00:00/GB200
K4625,MIA,CVG,74Y,Sun,,87050,725,6,2024-09-15 04:25:00,2024-09-15 07:15:00,MIA/CVG/2024-09-15 04:25:00,MIA/CVG/2024-09-15 04:25:00/K4625
GB183,MIA,CVG,76Y,Sun,1.0,47650,442,6,2024-09-15 21:30:00,2024-09-16 00:15:00,MIA/CVG/2024-09-15 21:30:00,MIA/CVG/2024-09-15 21:30:00/GB183
GB902,MIA,CVG,76Y,Sun,,47650,442,6,2024-09-15 04:15:00,2024-09-15 07:00:00,MIA/CVG/2024-09-15 04:15:00,MIA/CVG/2024-09-15 04:15:00/GB902
2I926,MIA,CVG,76Y,Sun,,47650,442,6,2024-09-15 16:45:00,2024-09-15 19:30:00,MIA/CVG/2024-09-15 16:45:00,MIA/CVG/2024-09-15 16:45:00/2I926
W8990,MTY,QRO,76Y,Sat,,47650,442,5,2024-09-14 16:15:00,2024-09-14 17:35:00,MTY/QRO/2024-09-14 16:15:00,MTY/QRO/2024-09-14 16:15:00/W8990
QY4107,MUC,LEJ,ABY,Mon,,46000,386,0,2024-09-09 21:20:00,2024-09-09 22:30:00,MUC/LEJ/2024-09-09 21:20:00,MUC/LEJ/2024-09-09 21:20:00/QY4107
QY216,MUC,LEJ,ABY,Tue,,46000,386,1,2024-09-10 05:40:00,2024-09-10 06:50:00,MUC/LEJ/2024-09-10 05:40:00,MUC/LEJ/2024-09-10 05:40:00/QY216
QY4107,MUC,LEJ,ABY,Tue,,46000,386,1,2024-09-10 21:20:00,2024-09-10 22:30:00,MUC/LEJ/2024-09-10 21:20:00,MUC/LEJ/2024-09-10 21:20:00/QY4107
QY216,MUC,LEJ,ABY,Wed,,46000,386,2,2024-09-11 05:40:00,2024-09-11 06:50:00,MUC/LEJ/2024-09-11 05:40:00,MUC/LEJ/2024-09-11 05:40:00/QY216
QY4107,MUC,LEJ,ABY,Wed,,46000,386,2,2024-09-11 21:20:00,2024-09-11 22:30:00,MUC/LEJ/2024-09-11 21:20:00,MUC/LEJ/2024-09-11 21:20:00/QY4107
QY216,MUC,LEJ,ABY,Thu,,46000,386,3,2024-09-12 05:40:00,2024-09-12 06:50:00,MUC/LEJ/2024-09-12 05:40:00,MUC/LEJ/2024-09-12 05:40:00/QY216
QY4107,MUC,LEJ,ABY,Thu,,46000,386,3,2024-09-12 21:20:00,2024-09-12 22:30:00,MUC/LEJ/2024-09-12 21:20:00,MUC/LEJ/2024-09-12 21:20:00/QY4107
QY216,MUC,LEJ,ABY,Fri,,46000,386,4,2024-09-13 05:40:00,2024-09-13 06:50:00,MUC/LEJ/2024-09-13 05:40:00,MUC/LEJ/2024-09-13 05:40:00/QY216
QY4107,MUC,LEJ,ABY,Fri,,46000,386,4,2024-09-13 21:20:00,2024-09-13 22:30:00,MUC/LEJ/2024-09-13 21:20:00,MUC/LEJ/2024-09-13 21:20:00/QY4107
QY752,MXP,LEJ,33X,Mon,,51200,427,0,2024-09-09 22:05:00,2024-09-09 23:45:00,MXP/LEJ/2024-09-09 22:05:00,MXP/LEJ/2024-09-09 22:05:00/QY752
K4208,MXP,HKG,77X,Mon,,77350,645,0,2024-09-09 00:05:00,2024-09-09 12:20:00,MXP/HKG/2024-09-09 00:05:00,MXP/HKG/2024-09-09 00:05:00/K4208
QY411,MXP,BRU,ABY,Mon,1.0,46000,386,0,2024-09-09 22:55:00,2024-09-10 00:20:00,MXP/BRU/2024-09-09 22:55:00,MXP/BRU/2024-09-09 22:55:00/QY411
QY7022,MXP,NAP,ABY,Mon,,46000,386,0,2024-09-09 03:40:00,2024-09-09 05:05:00,MXP/NAP/2024-09-09 03:40:00,MXP/NAP/2024-09-09 03:40:00/QY7022
QY5707,MXP,LEJ,ABY,Mon,1.0,46000,386,0,2024-09-09 22:50:00,2024-09-10 00:30:00,MXP/LEJ/2024-09-09 22:50:00,MXP/LEJ/2024-09-09 22:50:00/QY5707
QY752,MXP,LEJ,33X,Tue,,51200,427,1,2024-09-10 22:05:00,2024-09-10 23:45:00,MXP/LEJ/2024-09-10 22:05:00,MXP/LEJ/2024-09-10 22:05:00/QY752
QY755,MXP,BAH,33X,Tue,,51200,427,1,2024-09-10 05:30:00,2024-09-10 11:15:00,MXP/BAH/2024-09-10 05:30:00,MXP/BAH/2024-09-10 05:30:00/QY755
QY372,MXP,CVG,33Y,Tue,,49650,509,1,2024-09-10 05:55:00,2024-09-10 16:05:00,MXP/CVG/2024-09-10 05:55:00,MXP/CVG/2024-09-10 05:55:00/QY372
D0524,MXP,HKG,77X,Tue,,77350,645,1,2024-09-10 03:15:00,2024-09-10 14:35:00,MXP/HKG/2024-09-10 03:15:00,MXP/HKG/2024-09-10 03:15:00/D0524
QY135,MXP,LEJ,ABY,Tue,,46000,386,1,2024-09-10 12:25:00,2024-09-10 14:05:00,MXP/LEJ/2024-09-10 12:25:00,MXP/LEJ/2024-09-10 12:25:00/QY135
QY411,MXP,BRU,ABY,Tue,1.0,46000,386,1,2024-09-10 22:55:00,2024-09-11 00:20:00,MXP/BRU/2024-09-10 22:55:00,MXP/BRU/2024-09-10 22:55:00/QY411
QY6757,MXP,LHR,ABY,Tue,,46000,386,1,2024-09-10 18:55:00,2024-09-10 21:00:00,MXP/LHR/2024-09-10 18:55:00,MXP/LHR/2024-09-10 18:55:00/QY6757
QY7022,MXP,NAP,ABY,Tue,,46000,386,1,2024-09-10 06:35:00,2024-09-10 08:00:00,MXP/NAP/2024-09-10 06:35:00,MXP/NAP/2024-09-10 06:35:00/QY7022
QY139,MXP,LEJ,ABY,Tue,1.0,46000,386,1,2024-09-10 22:50:00,2024-09-11 00:30:00,MXP/LEJ/2024-09-10 22:50:00,MXP/LEJ/2024-09-10 22:50:00/QY139
QY752,MXP,LEJ,33X,Wed,,51200,427,2,2024-09-11 22:05:00,2024-09-11 23:45:00,MXP/LEJ/2024-09-11 22:05:00,MXP/LEJ/2024-09-11 22:05:00/QY752
QY755,MXP,BAH,33X,Wed,,51200,427,2,2024-09-11 05:30:00,2024-09-11 11:15:00,MXP/BAH/2024-09-11 05:30:00,MXP/BAH/2024-09-11 05:30:00/QY755
QY372,MXP,CVG,33Y,Wed,,49650,509,2,2024-09-11 06:00:00,2024-09-11 16:05:00,MXP/CVG/2024-09-11 06:00:00,MXP/CVG/2024-09-11 06:00:00/QY372
D0526,MXP,HKG,77X,Wed,,77350,645,2,2024-09-11 03:10:00,2024-09-11 14:30:00,MXP/HKG/2024-09-11 03:10:00,MXP/HKG/2024-09-11 03:10:00/D0526
QY135,MXP,LEJ,ABY,Wed,,46000,386,2,2024-09-11 12:25:00,2024-09-11 14:05:00,MXP/LEJ/2024-09-11 12:25:00,MXP/LEJ/2024-09-11 12:25:00/QY135
QY411,MXP,BRU,ABY,Wed,1.0,46000,386,2,2024-09-11 22:55:00,2024-09-12 00:20:00,MXP/BRU/2024-09-11 22:55:00,MXP/BRU/2024-09-11 22:55:00/QY411
QY6757,MXP,LHR,ABY,Wed,,46000,386,2,2024-09-11 18:55:00,2024-09-11 21:00:00,MXP/LHR/2024-09-11 18:55:00,MXP/LHR/2024-09-11 18:55:00/QY6757
QY7022,MXP,NAP,ABY,Wed,,46000,386,2,2024-09-11 06:35:00,2024-09-11 08:00:00,MXP/NAP/2024-09-11 06:35:00,MXP/NAP/2024-09-11 06:35:00/QY7022
QY139,MXP,LEJ,ABY,Wed,1.0,46000,386,2,2024-09-11 22:50:00,2024-09-12 00:30:00,MXP/LEJ/2024-09-11 22:50:00,MXP/LEJ/2024-09-11 22:50:00/QY139
QY752,MXP,LEJ,33X,Thu,,51200,427,3,2024-09-12 22:05:00,2024-09-12 23:45:00,MXP/LEJ/2024-09-12 22:05:00,MXP/LEJ/2024-09-12 22:05:00/QY752
QY755,MXP,BAH,33X,Thu,,51200,427,3,2024-09-12 05:30:00,2024-09-12 11:15:00,MXP/BAH/2024-09-12 05:30:00,MXP/BAH/2024-09-12 05:30:00/QY755
QY372,MXP,CVG,33Y,Thu,,49650,509,3,2024-09-12 06:00:00,2024-09-12 16:05:00,MXP/CVG/2024-09-12 06:00:00,MXP/CVG/2024-09-12 06:00:00/QY372
D0524,MXP,HKG,77X,Thu,,77350,645,3,2024-09-12 03:15:00,2024-09-12 14:35:00,MXP/HKG/2024-09-12 03:15:00,MXP/HKG/2024-09-12 03:15:00/D0524
QY135,MXP,LEJ,ABY,Thu,,46000,386,3,2024-09-12 12:25:00,2024-09-12 14:05:00,MXP/LEJ/2024-09-12 12:25:00,MXP/LEJ/2024-09-12 12:25:00/QY135
QY411,MXP,BRU,ABY,Thu,1.0,46000,386,3,2024-09-12 22:55:00,2024-09-13 00:20:00,MXP/BRU/2024-09-12 22:55:00,MXP/BRU/2024-09-12 22:55:00/QY411
QY6757,MXP,LHR,ABY,Thu,,46000,386,3,2024-09-12 18:55:00,2024-09-12 21:00:00,MXP/LHR/2024-09-12 18:55:00,MXP/LHR/2024-09-12 18:55:00/QY6757
QY7022,MXP,NAP,ABY,Thu,,46000,386,3,2024-09-12 06:35:00,2024-09-12 08:00:00,MXP/NAP/2024-09-12 06:35:00,MXP/NAP/2024-09-12 06:35:00/QY7022
QY139,MXP,LEJ,ABY,Thu,1.0,46000,386,3,2024-09-12 22:50:00,2024-09-13 00:30:00,MXP/LEJ/2024-09-12 22:50:00,MXP/LEJ/2024-09-12 22:50:00/QY139
QY133,MXP,LEJ,33X,Fri,,51200,427,4,2024-09-13 21:25:00,2024-09-13 23:05:00,MXP/LEJ/2024-09-13 21:25:00,MXP/LEJ/2024-09-13 21:25:00/QY133
QY755,MXP,BAH,33X,Fri,,51200,427,4,2024-09-13 05:30:00,2024-09-13 11:15:00,MXP/BAH/2024-09-13 05:30:00,MXP/BAH/2024-09-13 05:30:00/QY755
QY372,MXP,CVG,33Y,Fri,,49650,509,4,2024-09-13 06:00:00,2024-09-13 16:05:00,MXP/CVG/2024-09-13 06:00:00,MXP/CVG/2024-09-13 06:00:00/QY372
D0526,MXP,HKG,77X,Fri,,77350,645,4,2024-09-13 03:10:00,2024-09-13 14:30:00,MXP/HKG/2024-09-13 03:10:00,MXP/HKG/2024-09-13 03:10:00/D0526
QY135,MXP,LEJ,ABY,Fri,,46000,386,4,2024-09-13 12:25:00,2024-09-13 14:05:00,MXP/LEJ/2024-09-13 12:25:00,MXP/LEJ/2024-09-13 12:25:00/QY135
QY411,MXP,BRU,ABY,Fri,1.0,46000,386,4,2024-09-13 23:15:00,2024-09-14 00:40:00,MXP/BRU/2024-09-13 23:15:00,MXP/BRU/2024-09-13 23:15:00/QY411
QY6757,MXP,LHR,ABY,Fri,,46000,386,4,2024-09-13 18:55:00,2024-09-13 21:00:00,MXP/LHR/2024-09-13 18:55:00,MXP/LHR/2024-09-13 18:55:00/QY6757
QY7022,MXP,NAP,ABY,Fri,,46000,386,4,2024-09-13 06:35:00,2024-09-13 08:00:00,MXP/NAP/2024-09-13 06:35:00,MXP/NAP/2024-09-13 06:35:00/QY7022
QY752,MXP,LEJ,ABY,Fri,,46000,386,4,2024-09-13 22:05:00,2024-09-13 23:45:00,MXP/LEJ/2024-09-13 22:05:00,MXP/LEJ/2024-09-13 22:05:00/QY752
QY755,MXP,BAH,33X,Sat,,51200,427,5,2024-09-14 08:10:00,2024-09-14 13:55:00,MXP/BAH/2024-09-14 08:10:00,MXP/BAH/2024-09-14 08:10:00/QY755
QY364,MXP,JFK,33Y,Sat,,49650,509,5,2024-09-14 12:15:00,2024-09-14 21:45:00,MXP/JFK/2024-09-14 12:15:00,MXP/JFK/2024-09-14 12:15:00/QY364
QY372,MXP,CVG,33Y,Sat,,49650,509,5,2024-09-14 08:30:00,2024-09-14 18:35:00,MXP/CVG/2024-09-14 08:30:00,MXP/CVG/2024-09-14 08:30:00/QY372
D0524,MXP,HKG,77X,Sat,,77350,645,5,2024-09-14 03:45:00,2024-09-14 15:05:00,MXP/HKG/2024-09-14 03:45:00,MXP/HKG/2024-09-14 03:45:00/D0524
QY463,MXP,EMA,ABY,Sat,1.0,46000,386,5,2024-09-14 23:05:00,2024-09-15 01:05:00,MXP/EMA/2024-09-14 23:05:00,MXP/EMA/2024-09-14 23:05:00/QY463
QY8340,MXP,MAD,ABY,Sat,,46000,386,5,2024-09-14 01:45:00,2024-09-14 04:05:00,MXP/MAD/2024-09-14 01:45:00,MXP/MAD/2024-09-14 01:45:00/QY8340
ES755,MXP,BAH,76V,Sun,1.0,47650,442,6,2024-09-15 23:05:00,2024-09-16 05:10:00,MXP/BAH/2024-09-15 23:05:00,MXP/BAH/2024-09-15 23:05:00/ES755
QY6757,MXP,EMA,ABY,Sun,,46000,386,6,2024-09-15 02:10:00,2024-09-15 04:20:00,MXP/EMA/2024-09-15 02:10:00,MXP/EMA/2024-09-15 02:10:00/QY6757
QY7023,NAP,MXP,ABY,Mon,,46000,386,0,2024-09-09 19:15:00,2024-09-09 20:50:00,NAP/MXP/2024-09-09 19:15:00,NAP/MXP/2024-09-09 19:15:00/QY7023
QY7023,NAP,MXP,ABY,Tue,,46000,386,1,2024-09-10 19:15:00,2024-09-10 20:50:00,NAP/MXP/2024-09-10 19:15:00,NAP/MXP/2024-09-10 19:15:00/QY7023
QY7023,NAP,MXP,ABY,Wed,,46000,386,2,2024-09-11 19:15:00,2024-09-11 20:50:00,NAP/MXP/2024-09-11 19:15:00,NAP/MXP/2024-09-11 19:15:00/QY7023
QY7023,NAP,MXP,ABY,Thu,,46000,386,3,2024-09-12 19:15:00,2024-09-12 20:50:00,NAP/MXP/2024-09-12 19:15:00,NAP/MXP/2024-09-12 19:15:00/QY7023
QY7023,NAP,MXP,ABY,Fri,,46000,386,4,2024-09-13 19:15:00,2024-09-13 20:50:00,NAP/MXP/2024-09-13 19:15:00,NAP/MXP/2024-09-13 19:15:00/QY7023
ES401,NBO,BAH,76V,Mon,,47650,442,0,2024-09-09 17:30:00,2024-09-09 22:45:00,NBO/BAH/2024-09-09 17:30:00,NBO/BAH/2024-09-09 17:30:00/ES401
ES405,NBO,JED,76V,Tue,,47650,442,1,2024-09-10 13:35:00,2024-09-10 17:40:00,NBO/JED/2024-09-10 13:35:00,NBO/JED/2024-09-10 13:35:00/ES405
ES405,NBO,JED,76V,Wed,,47650,442,2,2024-09-11 13:35:00,2024-09-11 17:40:00,NBO/JED/2024-09-11 13:35:00,NBO/JED/2024-09-11 13:35:00/ES405
ES401,NBO,BAH,76V,Thu,,47650,442,3,2024-09-12 17:30:00,2024-09-12 22:45:00,NBO/BAH/2024-09-12 17:30:00,NBO/BAH/2024-09-12 17:30:00/ES401
ES401,NBO,BAH,76V,Fri,,47650,442,4,2024-09-13 17:30:00,2024-09-13 22:45:00,NBO/BAH/2024-09-13 17:30:00,NBO/BAH/2024-09-13 17:30:00/ES401
ES405,NBO,JED,76V,Sat,,47650,442,5,2024-09-14 13:35:00,2024-09-14 17:40:00,NBO/JED/2024-09-14 13:35:00,NBO/JED/2024-09-14 13:35:00/ES405
ES405,NBO,JED,76V,Sun,,47650,442,6,2024-09-15 13:35:00,2024-09-15 17:40:00,NBO/JED/2024-09-15 13:35:00,NBO/JED/2024-09-15 13:35:00/ES405
D01,NGO,CVG,77X,Mon,1.0,77350,645,0,2024-09-09 16:05:00,2024-09-10 04:35:00,NGO/CVG/2024-09-09 16:05:00,NGO/CVG/2024-09-09 16:05:00/D01
K4231,NGO,CVG,77X,Mon,1.0,77350,645,0,2024-09-09 17:15:00,2024-09-10 05:45:00,NGO/CVG/2024-09-09 17:15:00,NGO/CVG/2024-09-09 17:15:00/K4231
SQ7408,NGO,LAX,77X,Mon,1.0,77350,645,0,2024-09-09 21:50:00,2024-09-10 07:55:00,NGO/LAX/2024-09-09 21:50:00,NGO/LAX/2024-09-09 21:50:00/SQ7408
D02,NGO,HKG,77X,Tue,,77350,645,1,2024-09-10 04:35:00,2024-09-10 08:50:00,NGO/HKG/2024-09-10 04:35:00,NGO/HKG/2024-09-10 04:35:00/D02
D03,NGO,CVG,77X,Tue,1.0,77350,645,1,2024-09-10 16:40:00,2024-09-11 05:10:00,NGO/CVG/2024-09-10 16:40:00,NGO/CVG/2024-09-10 16:40:00/D03
K4217,NGO,CVG,77X,Tue,1.0,77350,645,1,2024-09-10 17:15:00,2024-09-11 05:45:00,NGO/CVG/2024-09-10 17:15:00,NGO/CVG/2024-09-10 17:15:00/K4217
SQ7402,NGO,LAX,77X,Tue,1.0,77350,645,1,2024-09-10 21:50:00,2024-09-11 07:55:00,NGO/LAX/2024-09-10 21:50:00,NGO/LAX/2024-09-10 21:50:00/SQ7402
D01,NGO,CVG,77X,Wed,1.0,77350,645,2,2024-09-11 15:30:00,2024-09-12 04:00:00,NGO/CVG/2024-09-11 15:30:00,NGO/CVG/2024-09-11 15:30:00/D01
D08,NGO,HKG,77X,Wed,,77350,645,2,2024-09-11 03:35:00,2024-09-11 07:50:00,NGO/HKG/2024-09-11 03:35:00,NGO/HKG/2024-09-11 03:35:00/D08
K4219,NGO,CVG,77X,Wed,1.0,77350,645,2,2024-09-11 17:15:00,2024-09-12 05:45:00,NGO/CVG/2024-09-11 17:15:00,NGO/CVG/2024-09-11 17:15:00/K4219
SQ7414,NGO,LAX,77X,Wed,1.0,77350,645,2,2024-09-11 21:50:00,2024-09-12 07:55:00,NGO/LAX/2024-09-11 21:50:00,NGO/LAX/2024-09-11 21:50:00/SQ7414
D02,NGO,HKG,77X,Thu,,77350,645,3,2024-09-12 03:35:00,2024-09-12 07:50:00,NGO/HKG/2024-09-12 03:35:00,NGO/HKG/2024-09-12 03:35:00/D02
D03,NGO,CVG,77X,Thu,1.0,77350,645,3,2024-09-12 15:30:00,2024-09-13 04:00:00,NGO/CVG/2024-09-12 15:30:00,NGO/CVG/2024-09-12 15:30:00/D03
K4217,NGO,CVG,77X,Thu,1.0,77350,645,3,2024-09-12 17:15:00,2024-09-13 05:45:00,NGO/CVG/2024-09-12 17:15:00,NGO/CVG/2024-09-12 17:15:00/K4217
SQ7404,NGO,LAX,77X,Thu,1.0,77350,645,3,2024-09-12 22:05:00,2024-09-13 08:10:00,NGO/LAX/2024-09-12 22:05:00,NGO/LAX/2024-09-12 22:05:00/SQ7404
D01,NGO,CVG,77X,Fri,1.0,77350,645,4,2024-09-13 15:30:00,2024-09-14 04:00:00,NGO/CVG/2024-09-13 15:30:00,NGO/CVG/2024-09-13 15:30:00/D01
D04,NGO,HKG,77X,Fri,,77350,645,4,2024-09-13 03:35:00,2024-09-13 07:50:00,NGO/HKG/2024-09-13 03:35:00,NGO/HKG/2024-09-13 03:35:00/D04
K4219,NGO,CVG,77X,Fri,1.0,77350,645,4,2024-09-13 18:45:00,2024-09-14 07:15:00,NGO/CVG/2024-09-13 18:45:00,NGO/CVG/2024-09-13 18:45:00/K4219
K4229,NGO,CVG,77X,Fri,,77350,645,4,2024-09-13 03:55:00,2024-09-13 16:25:00,NGO/CVG/2024-09-13 03:55:00,NGO/CVG/2024-09-13 03:55:00/K4229
SQ7412,NGO,CVG,77X,Fri,1.0,77350,645,4,2024-09-13 22:45:00,2024-09-14 11:30:00,NGO/CVG/2024-09-13 22:45:00,NGO/CVG/2024-09-13 22:45:00/SQ7412
D02,NGO,HKG,77X,Sat,,77350,645,5,2024-09-14 03:35:00,2024-09-14 07:50:00,NGO/HKG/2024-09-14 03:35:00,NGO/HKG/2024-09-14 03:35:00/D02
D03,NGO,CVG,77X,Sat,1.0,77350,645,5,2024-09-14 16:05:00,2024-09-15 04:35:00,NGO/CVG/2024-09-14 16:05:00,NGO/CVG/2024-09-14 16:05:00/D03
D0537,NGO,CVG,77X,Sat,,77350,645,5,2024-09-14 01:30:00,2024-09-14 14:00:00,NGO/CVG/2024-09-14 01:30:00,NGO/CVG/2024-09-14 01:30:00/D0537
K4223,NGO,CVG,77X,Sat,1.0,77350,645,5,2024-09-14 11:55:00,2024-09-15 00:25:00,NGO/CVG/2024-09-14 11:55:00,NGO/CVG/2024-09-14 11:55:00/K4223
D04,NGO,HKG,77X,Sun,,77350,645,6,2024-09-15 06:30:00,2024-09-15 10:45:00,NGO/HKG/2024-09-15 06:30:00,NGO/HKG/2024-09-15 06:30:00/D04
K4211,NGO,LAX,77X,Sun,,77350,645,6,2024-09-15 06:10:00,2024-09-15 16:15:00,NGO/LAX/2024-09-15 06:10:00,NGO/LAX/2024-09-15 06:10:00/K4211
SQ7411,NGO,SIN,77X,Sun,,77350,645,6,2024-09-15 06:35:00,2024-09-15 13:40:00,NGO/SIN/2024-09-15 06:35:00,NGO/SIN/2024-09-15 06:35:00/SQ7411
SQ7434,NGO,CVG,77X,Sun,,77350,645,6,2024-09-15 09:45:00,2024-09-15 22:30:00,NGO/CVG/2024-09-15 09:45:00,NGO/CVG/2024-09-15 09:45:00/SQ7434
SQ7445,NGO,SIN,77X,Sun,1.0,77350,645,6,2024-09-15 23:10:00,2024-09-16 06:15:00,NGO/SIN/2024-09-15 23:10:00,NGO/SIN/2024-09-15 23:10:00/SQ7445
SQ7448,NGO,LAX,77X,Sun,,77350,645,6,2024-09-15 02:15:00,2024-09-15 12:20:00,NGO/LAX/2024-09-15 02:15:00,NGO/LAX/2024-09-15 02:15:00/SQ7448
W8951,NLU,CVG,76Y,Tue,,47650,442,1,2024-09-10 03:00:00,2024-09-10 06:45:00,NLU/CVG/2024-09-10 03:00:00,NLU/CVG/2024-09-10 03:00:00/W8951
W8951,NLU,CVG,76Y,Wed,,47650,442,2,2024-09-11 03:00:00,2024-09-11 06:45:00,NLU/CVG/2024-09-11 03:00:00,NLU/CVG/2024-09-11 03:00:00/W8951
W8951,NLU,CVG,76Y,Thu,,47650,442,3,2024-09-12 03:00:00,2024-09-12 06:45:00,NLU/CVG/2024-09-12 03:00:00,NLU/CVG/2024-09-12 03:00:00/W8951
W8951,NLU,CVG,76Y,Fri,,47650,442,4,2024-09-13 03:00:00,2024-09-13 06:45:00,NLU/CVG/2024-09-13 03:00:00,NLU/CVG/2024-09-13 03:00:00/W8951
W8951,NLU,CVG,76Y,Sat,,47650,442,5,2024-09-14 03:00:00,2024-09-14 06:45:00,NLU/CVG/2024-09-14 03:00:00,NLU/CVG/2024-09-14 03:00:00/W8951
W8906,NLU,CVG,76Y,Sun,,47650,442,6,2024-09-15 17:40:00,2024-09-15 21:25:00,NLU/CVG/2024-09-15 17:40:00,NLU/CVG/2024-09-15 17:40:00/W8906
PO958,NRT,HKG,74N,Mon,,102300,853,0,2024-09-09 05:15:00,2024-09-09 10:30:00,NRT/HKG/2024-09-09 05:15:00,NRT/HKG/2024-09-09 05:15:00/PO958
3S596,NRT,HKG,77X,Mon,,77350,645,0,2024-09-09 13:00:00,2024-09-09 18:15:00,NRT/HKG/2024-09-09 13:00:00,NRT/HKG/2024-09-09 13:00:00/3S596
PO752,NRT,LAX,74N,Tue,,102300,853,1,2024-09-10 00:50:00,2024-09-10 10:50:00,NRT/LAX/2024-09-10 00:50:00,NRT/LAX/2024-09-10 00:50:00/PO752
